50.000000,0.034174,37.374517,12.705249,16.763937,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.184389,0.203883,0.223363,0.242818,0.262241,0.281622,0.300952,0.320222,0.339424,0.358548,0.377586,0.396530,0.415370,0.434098,0.452706,0.471185,0.489527,0.507723,0.525766,0.543648,0.561360,0.578895,0.596246,0.613404,0.630363,0.647115,0.663653,0.679971,0.696061,0.711916,0.727532,0.742900,0.758016,0.772872,0.787465,0.801787,0.815833,0.829599,0.843080,0.856270,0.869166,0.881762,0.894054,0.906040,0.917714,0.929073,0.940115,0.950836,0.961232,0.971302
0.181968,0.201450,0.220917,0.240361,0.259772,0.279141,0.298459,0.317719,0.336910,0.356024,0.375052,0.393985,0.412816,0.431535,0.450134,0.468604,0.486938,0.505126,0.523161,0.541036,0.558741,0.576270,0.593614,0.610766,0.627719,0.644466,0.660999,0.677312,0.693398,0.709250,0.724862,0.740227,0.755340,0.770194,0.784784,0.799104,0.813150,0.826915,0.840395,0.853585,0.866480,0.879077,0.891371,0.903357,0.915033,0.926395,0.937438,0.948162,0.958561,0.968635
0.179545,0.199014,0.218469,0.237900,0.257299,0.276656,0.295963,0.315211,0.334391,0.353495,0.372513,0.391436,0.410257,0.428967,0.447556,0.466018,0.484343,0.502523,0.520551,0.538418,0.556116,0.573638,0.590975,0.608121,0.625069,0.641810,0.658338,0.674646,0.690728,0.706576,0.722184,0.737546,0.752655,0.767507,0.782095,0.796413,0.810457,0.824221,0.837701,0.850890,0.863786,0.876383,0.888677,0.900665,0.912342,0.923705,0.934752,0.945478,0.955880,0.965957
0.177119,0.196576,0.216017,0.235436,0.254823,0.274168,0.293464,0.312700,0.331869,0.350962,0.369969,0.388883,0.407694,0.426394,0.444974,0.463426,0.481743,0.499915,0.517934,0.535793,0.553484,0.570999,0.588330,0.605470,0.622411,0.639147,0.655670,0.671973,0.688050,0.703893,0.719498,0.734856,0.749963,0.764812,0.779397,0.793714,0.807756,0.821519,0.834997,0.848186,0.861082,0.873679,0.885974,0.897962,0.909641,0.921006,0.932055,0.942783,0.953189,0.963269
0.174691,0.194134,0.213563,0.232969,0.252344,0.271677,0.290961,0.310186,0.329343,0.348425,0.367421,0.386325,0.405125,0.423815,0.442386,0.460830,0.479137,0.497301,0.515312,0.533163,0.550846,0.568354,0.585678,0.602812,0.619747,0.636477,0.652994,0.669292,0.685364,0.701203,0.716804,0.732158,0.747262,0.762108,0.776691,0.791005,0.805046,0.818807,0.832284,0.845473,0.858368,0.870965,0.883261,0.895250,0.906930,0.918297,0.929348,0.940079,0.950487,0.960570
0.172261,0.191691,0.211107,0.230500,0.249861,0.269182,0.288454,0.307667,0.326813,0.345884,0.364869,0.383762,0.402552,0.421233,0.439794,0.458228,0.476526,0.494681,0.512684,0.530527,0.548203,0.565703,0.583020,0.600147,0.617075,0.633799,0.650311,0.666604,0.682671,0.698506,0.714102,0.729453,0.744553,0.759396,0.773976,0.788288,0.802327,0.816087,0.829563,0.842751,0.855645,0.868243,0.880538,0.892529,0.904210,0.915578,0.926631,0.937364,0.947775,0.957861
0.169829,0.189245,0.208647,0.228027,0.247376,0.266685,0.285944,0.305145,0.324280,0.343339,0.362313,0.381195,0.399975,0.418645,0.437196,0.455621,0.473910,0.492056,0.510050,0.527885,0.545553,0.563045,0.580355,0.597475,0.614397,0.631115,0.647621,0.663909,0.679971,0.695801,0.711392,0.726739,0.741836,0.756676,0.771253,0.785563,0.799599,0.813357,0.826832,0.840019,0.852913,0.865511,0.877807,0.889798,0.901480,0.912850,0.923904,0.934639,0.945053,0.955142
0.167394,0.186796,0.206185,0.225552,0.244888,0.264184,0.283431,0.302620,0.321742,0.340790,0.359753,0.378624,0.397393,0.416053,0.434594,0.453009,0.471288,0.489425,0.507411,0.525237,0.542897,0.560382,0.577684,0.594797,0.611713,0.628424,0.644924,0.661206,0.677263,0.693088,0.708675,0.724018,0.739111,0.753947,0.768522,0.782829,0.796863,0.810620,0.824093,0.837279,0.850172,0.862769,0.875066,0.887057,0.898740,0.910111,0.921167,0.931905,0.942321,0.952413
0.164958,0.184346,0.203721,0.223074,0.242397,0.261680,0.280914,0.300091,0.319201,0.338237,0.357189,0.376048,0.394807,0.413456,0.431987,0.450391,0.468662,0.486789,0.504766,0.522584,0.540235,0.557712,0.575007,0.592113,0.609021,0.625726,0.642220,0.658496,0.674548,0.690368,0.705950,0.721289,0.736378,0.751211,0.765782,0.780087,0.794119,0.807873,0.821345,0.834530,0.847422,0.860019,0.872315,0.884307,0.895991,0.907363,0.918421,0.929160,0.939579,0.949674
0.162519,0.181893,0.201254,0.220594,0.239903,0.259173,0.278394,0.297559,0.316657,0.335680,0.354621,0.373469,0.392216,0.410854,0.429375,0.447770,0.466030,0.484148,0.502115,0.519925,0.537567,0.555036,0.572324,0.589422,0.606324,0.623022,0.639510,0.655780,0.671825,0.687641,0.703218,0.718553,0.733637,0.748467,0.763035,0.777336,0.791366,0.805118,0.818588,0.831772,0.844663,0.857259,0.869556,0.881548,0.893232,0.904606,0.915665,0.926406,0.936827,0.946924
0.160078,0.179438,0.198785,0.218111,0.237407,0.256663,0.275872,0.295023,0.314109,0.333120,0.352048,0.370885,0.389621,0.408248,0.426758,0.445143,0.463393,0.481502,0.499460,0.517260,0.534894,0.552355,0.569634,0.586725,0.603619,0.620311,0.636792,0.653056,0.669096,0.684906,0.700479,0.715808,0.730889,0.745715,0.760279,0.774578,0.788605,0.802355,0.815823,0.829005,0.841896,0.854491,0.866787,0.878779,0.890464,0.901839,0.912899,0.923642,0.934065,0.944165
0.157636,0.176981,0.196314,0.215626,0.234908,0.254151,0.273346,0.292484,0.311557,0.330556,0.349473,0.368297,0.387022,0.405638,0.424137,0.442511,0.460751,0.478850,0.496799,0.514590,0.532215,0.549667,0.566939,0.584022,0.600909,0.617593,0.634068,0.650326,0.666360,0.682164,0.697732,0.713057,0.728133,0.742955,0.757516,0.771811,0.785835,0.799583,0.813049,0.826229,0.839119,0.851714,0.864009,0.876002,0.887687,0.899062,0.910124,0.920869,0.931294,0.941396
0.155192,0.174522,0.193841,0.213138,0.232406,0.251635,0.270817,0.289942,0.309003,0.327989,0.346893,0.365706,0.384419,0.403024,0.421512,0.439875,0.458105,0.476194,0.494133,0.511914,0.529531,0.546974,0.564237,0.581312,0.598192,0.614869,0.631337,0.647588,0.663617,0.679415,0.694978,0.710298,0.725369,0.740187,0.754744,0.769036,0.783058,0.796803,0.810267,0.823446,0.836334,0.848928,0.861223,0.873215,0.884901,0.896277,0.907339,0.918086,0.928513,0.938618
0.152746,0.172062,0.191365,0.210649,0.229902,0.249117,0.268285,0.287398,0.306445,0.325418,0.344310,0.363111,0.381812,0.400405,0.418882,0.437234,0.455454,0.473532,0.491461,0.509233,0.526841,0.544276,0.561530,0.578597,0.595469,0.612139,0.628600,0.644845,0.660867,0.676659,0.692216,0.707531,0.722598,0.737412,0.751965,0.766254,0.780272,0.794014,0.807476,0.820653,0.833540,0.846133,0.858427,0.870419,0.882105,0.893482,0.904546,0.915293,0.925722,0.935829
0.150299,0.169599,0.188888,0.208156,0.227396,0.246597,0.265751,0.284850,0.303884,0.322844,0.341723,0.360511,0.379201,0.397782,0.416248,0.434589,0.452798,0.470866,0.488785,0.506547,0.524145,0.541571,0.558817,0.575876,0.592740,0.609402,0.625856,0.642094,0.658110,0.673897,0.689448,0.704758,0.719820,0.734629,0.749179,0.763463,0.777478,0.791218,0.804678,0.817852,0.830738,0.843329,0.855623,0.867615,0.879301,0.890678,0.901743,0.912492,0.922922,0.933032
0.147850,0.167135,0.186409,0.205662,0.224887,0.244074,0.263214,0.282299,0.301319,0.320267,0.339133,0.357909,0.376586,0.395155,0.413609,0.431939,0.450137,0.468195,0.486104,0.503856,0.521445,0.538861,0.556099,0.573149,0.590005,0.606660,0.623106,0.639337,0.655346,0.671127,0.686673,0.701977,0.717034,0.731839,0.746384,0.760665,0.774677,0.788414,0.801871,0.815043,0.827927,0.840517,0.852810,0.864802,0.876488,0.887865,0.898931,0.909681,0.920113,0.930224
0.145400,0.164669,0.183927,0.203166,0.222376,0.241548,0.260674,0.279745,0.298752,0.317686,0.336539,0.355302,0.373967,0.392525,0.410967,0.429286,0.447472,0.465519,0.483418,0.501160,0.518739,0.536146,0.553374,0.570416,0.587264,0.603911,0.620350,0.636574,0.652576,0.668351,0.683890,0.699189,0.714242,0.729041,0.743582,0.757860,0.771868,0.785601,0.799056,0.812226,0.825108,0.837697,0.849989,0.861980,0.873666,0.885043,0.896109,0.906861,0.917294,0.927408
0.142948,0.162202,0.181445,0.200668,0.219863,0.239021,0.258132,0.277189,0.296182,0.315103,0.333943,0.352693,0.371345,0.389890,0.408320,0.426627,0.444803,0.462839,0.480727,0.498459,0.516028,0.533426,0.550645,0.567678,0.584517,0.601156,0.617587,0.633804,0.649800,0.665567,0.681101,0.696395,0.711442,0.726236,0.740773,0.755046,0.769051,0.782781,0.796233,0.809401,0.822281,0.834868,0.847159,0.859149,0.870835,0.882213,0.893279,0.904032,0.914467,0.924582
0.140495,0.159733,0.178960,0.198168,0.217348,0.236490,0.255587,0.274630,0.293609,0.312516,0.331342,0.350079,0.368719,0.387252,0.405670,0.423965,0.442129,0.460154,0.478031,0.495753,0.513312,0.530700,0.547910,0.564934,0.581765,0.598395,0.614819,0.631028,0.647017,0.662778,0.678305,0.693593,0.708634,0.723424,0.737956,0.752225,0.766226,0.779953,0.793402,0.806568,0.819445,0.832031,0.844320,0.856310,0.867995,0.879373,0.890440,0.901193,0.911630,0.921747
0.138041,0.157262,0.176474,0.195666,0.214830,0.233958,0.253040,0.272068,0.291033,0.309926,0.328739,0.347463,0.366089,0.384609,0.403015,0.421299,0.439451,0.457464,0.475331,0.493042,0.510591,0.527969,0.545169,0.562184,0.579006,0.595629,0.612044,0.628246,0.644227,0.659982,0.675503,0.690784,0.705820,0.720605,0.735132,0.749397,0.763394,0.777118,0.790563,0.803726,0.816602,0.829186,0.841474,0.853462,0.865147,0.876525,0.887592,0.898346,0.908784,0.918903
0.135585,0.154790,0.173986,0.193162,0.212311,0.231424,0.250491,0.269504,0.288455,0.307334,0.326133,0.344843,0.363456,0.381964,0.400357,0.418628,0.436769,0.454771,0.472626,0.490326,0.507865,0.525233,0.542423,0.559429,0.576242,0.592856,0.609264,0.625458,0.641432,0.657179,0.672694,0.687969,0.703000,0.717779,0.732301,0.746562,0.760554,0.774274,0.787717,0.800877,0.813750,0.826332,0.838619,0.850606,0.862290,0.873668,0.884736,0.895490,0.905929,0.916049
0.133129,0.152317,0.171496,0.190657,0.209790,0.228887,0.247939,0.266938,0.285874,0.304738,0.323523,0.342220,0.360820,0.379314,0.397695,0.415954,0.434082,0.452073,0.469916,0.487606,0.505134,0.522492,0.539673,0.556669,0.573473,0.590078,0.606477,0.622663,0.638630,0.654370,0.669878,0.685148,0.700172,0.714946,0.729463,0.743719,0.757707,0.771424,0.784863,0.798020,0.810891,0.823471,0.835756,0.847742,0.859425,0.870803,0.881871,0.892626,0.903066,0.913187
0.130671,0.149843,0.169006,0.188150,0.207267,0.226349,0.245386,0.264369,0.283290,0.302140,0.320911,0.339594,0.358180,0.376661,0.395029,0.413276,0.431392,0.449370,0.467203,0.484881,0.502398,0.519746,0.536917,0.553903,0.570698,0.587295,0.603685,0.619863,0.635822,0.651555,0.667056,0.682319,0.697338,0.712106,0.726618,0.740869,0.754853,0.768566,0.782001,0.795155,0.808024,0.820601,0.832885,0.844869,0.856552,0.867929,0.878997,0.889753,0.900193,0.910316
0.128213,0.147368,0.166514,0.185642,0.204743,0.223809,0.242830,0.261798,0.280704,0.299540,0.318296,0.336965,0.355537,0.374005,0.392360,0.410594,0.428698,0.446664,0.464485,0.482152,0.499658,0.516995,0.534156,0.551132,0.567918,0.584505,0.600887,0.617057,0.633008,0.648734,0.664228,0.679484,0.694497,0.709259,0.723766,0.738012,0.751992,0.765700,0.779132,0.792283,0.805149,0.817724,0.830006,0.841989,0.853671,0.865047,0.876115,0.886871,0.897312,0.907436
0.125753,0.144891,0.164021,0.183132,0.202217,0.221266,0.240272,0.259224,0.278115,0.296936,0.315678,0.334333,0.352891,0.371346,0.389687,0.407908,0.425999,0.443954,0.461763,0.479418,0.496913,0.514240,0.531390,0.548357,0.565133,0.581711,0.598084,0.614246,0.630189,0.645907,0.661394,0.676643,0.691649,0.706406,0.720907,0.735148,0.749123,0.762828,0.776256,0.789403,0.802266,0.814839,0.827118,0.839100,0.850781,0.862157,0.873224,0.883980,0.894423,0.904548
0.123293,0.142414,0.161526,0.180621,0.199689,0.218723,0.237712,0.256649,0.275525,0.294330,0.313058,0.331698,0.350242,0.368683,0.387011,0.405219,0.423297,0.441239,0.459036,0.476680,0.494164,0.511479,0.528619,0.545576,0.562342,0.578911,0.595275,0.611428,0.627363,0.643074,0.658553,0.673796,0.688795,0.703546,0.718042,0.732277,0.746248,0.759948,0.773372,0.786516,0.799376,0.811946,0.824224,0.836204,0.847883,0.859258,0.870325,0.881082,0.891525,0.901651
0.120832,0.139936,0.159031,0.178108,0.197160,0.216177,0.235150,0.254072,0.272932,0.291722,0.310435,0.329060,0.347590,0.366017,0.384332,0.402526,0.420592,0.438521,0.456306,0.473938,0.491410,0.508715,0.525844,0.542790,0.559546,0.576106,0.592461,0.608605,0.624532,0.640234,0.655707,0.670942,0.685935,0.700679,0.715169,0.729400,0.743365,0.757061,0.770481,0.783622,0.796478,0.809046,0.821321,0.833300,0.844978,0.856352,0.867418,0.878175,0.888618,0.898745
0.118371,0.137457,0.156534,0.175595,0.194630,0.213630,0.232587,0.251492,0.270337,0.289112,0.307809,0.326420,0.344936,0.363348,0.381649,0.399830,0.417882,0.435799,0.453571,0.471192,0.488652,0.505945,0.523064,0.540000,0.556746,0.573295,0.589641,0.605777,0.621695,0.637390,0.652854,0.668082,0.683068,0.697806,0.712291,0.726516,0.740476,0.754167,0.767583,0.780720,0.793573,0.806138,0.818411,0.830387,0.842064,0.853437,0.864503,0.875260,0.885703,0.895831
